week_ending,week_number,broadway_season,status,weekly_gross,diff_gross,avg_ticket,top_ticket,seats_sold,seats_in_theatre,performances,previews,pct_capacity,diff_pct_capacity
2009-11-15,319,2009-10,normal,1549328.0,38161.0,108.12,300.0,14330.0,1809.0,8.0,0.0,0.9902,0.0204
2009-11-22,320,2009-10,normal,1430006.0,-119322.0,107.17,300.0,13343.0,1809.0,8.0,0.0,0.922,-0.0682
2009-11-29,321,2009-10,normal,2086135.0,656129.0,144.15,300.0,14472.0,1809.0,8.0,0.0,1.0,0.078
2009-12-06,322,2009-10,normal,1535600.0,-550535.0,112.1,300.0,13698.0,1809.0,8.0,0.0,0.9465,-0.0535
2009-12-13,323,2009-10,normal,1624400.0,88800.0,112.88,300.0,14391.0,1809.0,8.0,0.0,0.9944,0.0479
2009-12-20,324,2009-10,normal,1604791.0,-19609.0,112.29,300.0,14291.0,1809.0,8.0,0.0,0.9875,-0.0068999999999999
2009-12-27,325,2009-10,normal,2092745.0,487954.0,144.61,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0125
2010-01-03,326,2009-10,normal,2125740.0,32995.0,146.89,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-01-10,327,2009-10,normal,1539959.0,-585781.0,106.41,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-01-17,328,2009-10,normal,1460131.0,-79828.0,104.94,300.0,13914.0,1809.0,8.0,0.0,0.9614,-0.0386
2010-01-24,329,2009-10,normal,1377097.0,-83034.0,99.27,300.0,13872.0,1809.0,8.0,0.0,0.9585,-0.0029
2010-01-31,330,2009-10,normal,1337056.0,-40041.0,96.45,300.0,13863.0,1809.0,8.0,0.0,0.9579,-0.0006
2010-02-07,331,2009-10,normal,1285902.0,-51154.0,95.21,300.0,13506.0,1809.0,8.0,0.0,0.9333,-0.0246
2010-02-14,332,2009-10,normal,1359810.0,73908.0,99.84,300.0,13620.0,1809.0,8.0,0.0,0.9411,0.0078
2010-02-21,333,2009-10,normal,1602783.0,242973.0,110.75,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0589
2010-02-28,334,2009-10,normal,1353808.0,-248975.0,95.58,300.0,14164.0,1809.0,8.0,0.0,0.9787,-0.0213
2010-03-07,335,2009-10,normal,1337882.0,-15926.0,94.12,300.0,14215.0,1809.0,8.0,0.0,0.9822,0.0034999999999999
2010-03-14,336,2009-10,normal,1505286.0,167404.0,104.01,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0178
2010-03-21,337,2009-10,normal,1583765.0,78479.0,109.44,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-03-28,338,2009-10,normal,1565719.0,-18046.0,108.19,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-04-04,339,2009-10,normal,1686510.0,120791.0,116.54,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-04-11,340,2009-10,normal,1678013.0,-8497.0,115.95,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-04-18,341,2009-10,normal,1561198.0,-116815.0,108.03,300.0,14452.0,1809.0,8.0,0.0,0.9986,-0.0014
2010-04-25,342,2009-10,normal,1565019.0,3821.0,108.14,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0014
2010-05-02,343,2009-10,normal,1510925.0,-54094.0,105.09,300.0,14378.0,1809.0,8.0,0.0,0.9935,-0.0065
2010-05-09,344,2009-10,normal,1529199.0,18274.0,106.94,300.0,14300.0,1809.0,8.0,0.0,0.9881,-0.0054000000000001
2010-05-16,345,2009-10,normal,1549754.0,20555.0,107.09,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0119
2010-05-23,346,2009-10,normal,1576010.0,26256.0,108.9,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-05-30,347,2009-10,normal,1570390.0,-5620.0,108.51,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-06-06,348,2009-10,normal,1570925.0,535.0,108.55,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-06-13,349,2009-10,normal,1614485.0,43560.0,111.56,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-06-20,350,2009-10,normal,1620876.0,6391.0,112.0,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-06-27,351,2009-10,normal,1641718.0,20842.0,113.44,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-07-04,352,2009-10,normal,1620851.0,-20867.0,112.0,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-07-11,353,2009-10,normal,1650562.0,29711.0,114.05,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-07-18,354,2009-10,normal,1681570.0,31008.0,116.19,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-07-25,355,2009-10,normal,1707154.0,25584.0,117.96,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-08-01,356,2009-10,normal,1720540.0,13386.0,118.89,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-08-08,357,2009-10,normal,1745925.0,25385.0,120.64,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-08-15,358,2009-10,normal,1733834.0,-12091.0,119.81,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-08-22,359,2009-10,normal,1688034.0,-45800.0,116.64,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-08-29,360,2009-10,normal,1664108.0,-23926.0,114.99,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-09-05,361,2010-11,normal,1622078.0,-42030.0,112.08,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2010-09-12,362,2010-11,normal,1400569.0,-221509.0,101.92,300.0,13742.0,1809.0,8.0,0.0,0.9496,-0.0504
2010-09-19,363,2010-11,normal,1479055.0,78486.0,103.21,300.0,14331.0,1809.0,8.0,0.0,0.9903,0.0407
2010-09-26,364,2010-11,normal,1495013.0,15958.0,103.48,300.0,14447.0,1809.0,8.0,0.0,0.9983,0.008
2010-10-03,365,2010-11,normal,1507992.0,12979.0,104.61,300.0,14415.0,1809.0,8.0,0.0,0.9961,-0.0022
2010-10-10,366,2010-11,normal,1602698.0,94706.0,111.81,300.0,14334.0,1809.0,8.0,0.0,0.9905,-0.0055999999999999
2010-10-17,367,2010-11,normal,1576947.0,-25751.0,108.97,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0095
2010-10-24,368,2010-11,normal,1573370.0,-3577.0,108.85,300.0,14455.0,1809.0,8.0,0.0,0.9988,-0.0012
2010-10-31,369,2010-11,normal,1541013.0,-32357.0,106.48,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0012
2010-11-07,370,2010-11,normal,1547866.0,6853.0,108.72,300.0,14237.0,1809.0,8.0,0.0,0.9838,-0.0162
2010-11-14,371,2010-11,normal,1567087.0,19221.0,110.47,300.0,14185.0,1809.0,8.0,0.0,0.9802,-0.0036
2010-11-21,372,2010-11,normal,1509711.0,-57376.0,108.36,300.0,13933.0,1809.0,8.0,0.0,0.9628,-0.0174
2010-11-28,373,2010-11,normal,2150665.0,640954.0,148.61,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0372
2010-12-05,374,2010-11,normal,1566919.0,-583746.0,114.62,300.0,13671.0,1809.0,8.0,0.0,0.9447,-0.0553
2010-12-12,375,2010-11,normal,1645313.0,78394.0,115.78,300.0,14211.0,1809.0,8.0,0.0,0.982,0.0373
2010-12-19,376,2010-11,normal,1631743.0,-13570.0,115.12,300.0,14174.0,1809.0,8.0,0.0,0.9794,-0.0025999999999999
2010-12-26,377,2010-11,normal,2153110.0,521367.0,148.78,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0206
2011-01-02,378,2010-11,normal,2228235.0,75125.0,153.97,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-01-09,379,2010-11,normal,1588456.0,-639779.0,109.76,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-01-16,380,2010-11,normal,1540868.0,-47588.0,108.3,300.0,14228.0,1809.0,8.0,0.0,0.9831,-0.0169
2011-01-23,381,2010-11,normal,1401082.0,-139786.0,100.28,300.0,13972.0,1809.0,8.0,0.0,0.9655,-0.0176
2011-01-30,382,2010-11,normal,1308560.0,-92522.0,98.15,300.0,13332.0,1809.0,8.0,0.0,0.9212,-0.0443
2011-02-06,383,2010-11,normal,1214880.0,-93680.0,94.3,300.0,12883.0,1809.0,8.0,0.0,0.8902,-0.031
2011-02-13,384,2010-11,normal,1436121.0,221241.0,102.4,300.0,14024.0,1809.0,8.0,0.0,0.969,0.0788
2011-02-20,385,2010-11,normal,1526036.0,89915.0,108.23,300.0,14100.0,1809.0,8.0,0.0,0.9743,0.0053000000000001
2011-02-27,386,2010-11,normal,1660095.0,134059.0,114.71,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0257
2011-03-06,387,2010-11,normal,1388574.0,-271521.0,97.77,300.0,14202.0,1809.0,8.0,0.0,0.9813,-0.0187
2011-03-13,388,2010-11,normal,1545232.0,156658.0,106.77,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0187
2011-03-20,389,2010-11,normal,1670779.0,125547.0,115.45,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-03-27,390,2010-11,normal,1627422.0,-43357.0,112.45,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-04-03,391,2010-11,normal,1623653.0,-3769.0,112.19,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-04-10,392,2010-11,normal,1646991.0,23338.0,113.95,300.0,14454.0,1809.0,8.0,0.0,0.9988,-0.0012
2011-04-17,393,2010-11,normal,1663270.0,16279.0,115.43,300.0,14410.0,1809.0,8.0,0.0,0.9957,-0.0031
2011-04-24,394,2010-11,normal,1843855.0,180585.0,127.41,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0043
2011-05-01,395,2010-11,normal,1736420.0,-107435.0,119.99,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-05-08,396,2010-11,normal,1599916.0,-136504.0,112.06,300.0,14277.0,1809.0,8.0,0.0,0.9865,-0.0135
2011-05-15,397,2010-11,normal,1606974.0,7058.0,113.12,300.0,14206.0,1809.0,8.0,0.0,0.9816,-0.0049
2011-05-22,398,2010-11,normal,1696763.0,89789.0,117.25,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0184
2011-05-29,399,2010-11,normal,1732752.0,35989.0,119.73,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-06-05,400,2010-11,normal,1705602.0,-27150.0,117.86,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-06-12,401,2010-11,normal,1752076.0,46474.0,121.07,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-06-19,402,2010-11,normal,1775427.0,23351.0,122.68,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-06-26,403,2010-11,normal,1830739.0,55312.0,126.5,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-07-03,404,2010-11,normal,1835710.0,4971.0,127.48,300.0,14400.0,1809.0,8.0,0.0,0.995,-0.005
2011-07-10,405,2010-11,normal,1867819.0,32109.0,129.06,300.0,14472.0,1809.0,8.0,0.0,1.0,0.005
2011-07-17,406,2010-11,normal,1863700.0,-4119.0,128.9,300.0,14459.0,1809.0,8.0,0.0,0.9991,-0.0009
2011-07-24,407,2010-11,normal,1882731.0,19031.0,130.1,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0009
2011-07-31,408,2010-11,normal,1892399.0,9668.0,130.76,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2011-08-07,409,2010-11,dark_break,,,,300.0,,,,,,
2011-08-14,410,2010-11,normal,1886230.0,-6169.0,130.61,300.0,14442.0,1809.0,8.0,0.0,0.9979,-0.0021
2011-08-21,411,2010-11,normal,1820989.0,-65241.0,128.61,300.0,14159.0,1809.0,8.0,0.0,0.9784,-0.0195
2011-08-28,412,2010-11,normal,1031290.0,-789699.0,121.54,300.0,8485.0,1809.0,5.0,0.0,0.9381,-0.0403
2011-09-04,413,2011-12,normal,1602104.0,570814.0,117.12,300.0,13679.0,1809.0,8.0,0.0,0.9452,0.0071
2011-09-11,414,2011-12,normal,1253990.0,-348114.0,102.85,300.0,12193.0,1809.0,8.0,0.0,0.8425,-0.1027
2011-09-18,415,2011-12,normal,1479369.0,225379.0,106.73,300.0,13861.0,1809.0,8.0,0.0,0.9578,0.1153
2011-09-25,416,2011-12,normal,1561913.0,82544.0,110.63,300.0,14119.0,1809.0,8.0,0.0,0.9756,0.0178
2011-10-02,417,2011-12,normal,1593748.0,31835.0,111.31,300.0,14318.0,1809.0,8.0,0.0,0.9894,0.0138
2011-10-09,418,2011-12,normal,1656867.0,63119.0,117.1,300.0,14149.0,1809.0,8.0,0.0,0.9777,-0.0117
2011-10-16,419,2011-12,normal,1675421.0,18554.0,116.12,300.0,14428.0,1809.0,8.0,0.0,0.997,0.0193
2011-10-23,420,2011-12,normal,1698824.0,23403.0,117.53,300.0,14454.0,1809.0,8.0,0.0,0.9988,0.0018
2011-10-30,421,2011-12,normal,1629545.0,-69279.0,113.74,300.0,14327.0,1809.0,8.0,0.0,0.99,-0.0088
2011-11-06,422,2011-12,normal,1535611.0,-93934.0,110.95,300.0,13841.0,1809.0,8.0,0.0,0.9564,-0.0336
2011-11-13,423,2011-12,normal,1646583.0,110972.0,117.65,300.0,13996.0,1809.0,8.0,0.0,0.9671,0.0107
2011-11-20,424,2011-12,normal,1535489.0,-111094.0,115.31,300.0,13316.0,1809.0,8.0,0.0,0.9201,-0.047
2011-11-27,425,2011-12,normal,2205025.0,669536.0,152.37,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0799
2011-12-04,426,2011-12,normal,1656955.0,-548070.0,124.68,300.0,13290.0,1809.0,8.0,0.0,0.9183,-0.0817
2011-12-11,427,2011-12,normal,1777817.0,120862.0,125.46,300.0,14170.0,1809.0,8.0,0.0,0.9791,0.0608
2011-12-18,428,2011-12,normal,1762301.0,-15516.0,129.16,300.0,13644.0,1809.0,8.0,0.0,0.9428,-0.0363
2011-12-25,429,2011-12,normal,2107015.0,344714.0,146.65,300.0,14368.0,1809.0,8.0,0.0,0.9928,0.05
2012-01-01,430,2011-12,normal,2712535.0,605520.0,166.61,300.0,16281.0,1809.0,9.0,0.0,1.0,0.0072
2012-01-08,431,2011-12,normal,1850216.0,-862319.0,130.32,300.0,14197.0,1809.0,8.0,0.0,0.981,-0.019
2012-01-15,432,2011-12,normal,1792976.0,-57240.0,123.93,300.0,14468.0,1809.0,8.0,0.0,0.9997,0.0187
2012-01-22,433,2011-12,normal,1534111.0,-258865.0,110.02,300.0,13944.0,1809.0,8.0,0.0,0.9635,-0.0362
2012-01-29,434,2011-12,normal,1503461.0,-30650.0,109.6,300.0,13718.0,1809.0,8.0,0.0,0.9479,-0.0156
2012-02-05,435,2011-12,normal,1349433.0,-154028.0,102.87,300.0,13118.0,1809.0,8.0,0.0,0.9064,-0.0415
2012-02-12,436,2011-12,normal,1508501.0,159068.0,106.92,300.0,14109.0,1809.0,8.0,0.0,0.9749,0.0685
2012-02-19,437,2011-12,normal,1903024.0,394523.0,131.72,300.0,14448.0,1809.0,8.0,0.0,0.9983,0.0234
2012-02-26,438,2011-12,normal,1872679.0,-30345.0,129.4,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0017
2012-03-04,439,2011-12,normal,1501011.0,-371668.0,109.7,300.0,13683.0,1809.0,8.0,0.0,0.9455,-0.0545
2012-03-11,440,2011-12,normal,1662595.0,161584.0,116.71,300.0,14245.0,1809.0,8.0,0.0,0.9843,0.0388
2012-03-18,441,2011-12,normal,1942288.0,279693.0,134.21,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0157
2012-03-25,442,2011-12,normal,1808773.0,-133515.0,128.57,300.0,14068.0,1809.0,8.0,0.0,0.9721,-0.0279
2012-04-01,443,2011-12,normal,1841661.0,32888.0,131.53,300.0,14002.0,1809.0,8.0,0.0,0.9675,-0.0045999999999999
2012-04-08,444,2011-12,normal,2183025.0,341364.0,150.85,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0325
2012-04-15,445,2011-12,normal,2153975.0,-29050.0,148.84,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0
2012-04-22,446,2011-12,normal,1800949.0,-353026.0,128.25,300.0,14042.0,1809.0,8.0,0.0,0.9703,-0.0297
2012-04-29,447,2011-12,normal,1742571.0,-58378.0,127.7,300.0,13646.0,1809.0,8.0,0.0,0.9429,-0.0274
2012-05-06,448,2011-12,normal,1643258.0,-99313.0,122.93,300.0,13368.0,1809.0,8.0,0.0,0.9237,-0.0192
2012-05-13,449,2011-12,normal,1579314.0,-63944.0,124.56,300.0,12679.0,1809.0,8.0,0.0,0.8761,-0.0476
2012-05-20,450,2011-12,normal,1831193.0,251879.0,128.38,300.0,14264.0,1809.0,8.0,0.0,0.9856,0.1095
2012-05-27,451,2011-12,normal,1896633.0,65440.0,131.38,300.0,14436.0,1809.0,8.0,0.0,0.9975,0.0119
2012-06-03,452,2011-12,normal,1802133.0,-94500.0,126.39,300.0,14258.0,1809.0,8.0,0.0,0.9852,-0.0123
2012-06-10,453,2011-12,normal,1990184.0,188051.0,139.3,300.0,14287.0,1809.0,8.0,0.0,0.9872,0.002
2012-06-17,454,2011-12,normal,1980203.0,-9981.0,139.98,300.0,14146.0,1809.0,8.0,0.0,0.9775,-0.0096999999999999
2012-06-24,455,2011-12,normal,2038405.0,58202.0,144.66,300.0,14091.0,1809.0,8.0,0.0,0.9737,-0.0038
2012-07-01,456,2011-12,normal,2033004.0,-5401.0,144.44,300.0,14075.0,1809.0,8.0,0.0,0.9726,-0.0011
2012-07-08,457,2011-12,normal,1920563.0,-112441.0,138.81,300.0,13836.0,1809.0,8.0,0.0,0.9561,-0.0165
2012-07-15,458,2011-12,normal,1980214.0,59651.0,140.56,300.0,14088.0,1809.0,8.0,0.0,0.9735,0.0174
2012-07-22,459,2011-12,normal,2145917.0,165703.0,140.19,300.0,15307.0,1809.0,9.0,0.0,0.9402,-0.0333
2012-07-29,460,2011-12,normal,2055433.0,-90484.0,144.49,300.0,14225.0,1809.0,8.0,0.0,0.9829,0.0427
2012-08-05,461,2011-12,normal,2013559.0,-41874.0,143.52,300.0,14030.0,1809.0,8.0,0.0,0.9695,-0.0134
2012-08-12,462,2011-12,normal,2147461.0,133902.0,138.82,300.0,15470.0,1809.0,9.0,0.0,0.9502,-0.0193
2012-08-19,463,2011-12,normal,1818537.0,-328924.0,138.31,300.0,13148.0,1809.0,8.0,0.0,0.9085,-0.0417
2012-08-26,464,2011-12,normal,1690150.0,-128387.0,132.31,300.0,12774.0,1809.0,8.0,0.0,0.8827,-0.0258
2012-09-02,465,2012-13,normal,1700412.0,10262.0,124.95,300.0,13609.0,1809.0,8.0,0.0,0.9404,0.0577
2012-09-09,466,2012-13,normal,1313195.0,-387217.0,106.33,300.0,12350.0,1809.0,8.0,0.0,0.8534,-0.087
2012-09-16,467,2012-13,normal,1435082.0,121887.0,106.71,300.0,13449.0,1809.0,8.0,0.0,0.9293,0.0759
2012-09-23,468,2012-13,normal,1495735.0,60653.0,110.29,300.0,13562.0,1809.0,8.0,0.0,0.9371,0.0078
2012-09-30,469,2012-13,normal,1536124.0,40389.0,114.32,300.0,13437.0,1809.0,8.0,0.0,0.9285,-0.0086000000000001
2012-10-07,470,2012-13,normal,1806846.0,270722.0,124.93,300.0,14463.0,1809.0,8.0,0.0,0.9994,0.0709
2012-10-14,471,2012-13,normal,1691769.0,-115077.0,116.93,300.0,14468.0,1809.0,8.0,0.0,0.9997,0.0003
2012-10-21,472,2012-13,normal,1717002.0,25233.0,118.76,300.0,14458.0,1809.0,8.0,0.0,0.999,-0.0007
2012-10-28,473,2012-13,normal,1657271.0,-59731.0,116.93,300.0,14173.0,1809.0,8.0,0.0,0.9793,-0.0197
2012-11-04,474,2012-13,normal,1166275.0,-490996.0,114.92,300.0,10149.0,1809.0,7.0,0.0,0.8015,-0.1778
2012-11-11,475,2012-13,normal,1506283.0,340008.0,119.93,300.0,12560.0,1809.0,8.0,0.0,0.8679,0.0664
2012-11-18,476,2012-13,normal,1598476.0,92193.0,120.7,300.0,13243.0,1809.0,8.0,0.0,0.9151,0.0472
2012-11-25,477,2012-13,normal,2290819.0,692343.0,163.04,300.0,14051.0,1809.0,8.0,0.0,0.9709,0.0558
2012-12-02,478,2012-13,normal,1696781.0,-594038.0,136.8,300.0,12403.0,1809.0,8.0,0.0,0.857,-0.1139
2012-12-09,479,2012-13,normal,1825121.0,128340.0,139.93,300.0,13043.0,1809.0,8.0,0.0,0.9013,0.0443
2012-12-16,480,2012-13,normal,1866094.0,40973.0,138.72,300.0,13452.0,1809.0,8.0,0.0,0.9295,0.0282
2012-12-23,481,2012-13,normal,2100170.0,234076.0,156.43,300.0,13426.0,1809.0,8.0,0.0,0.9277,-0.0018
2012-12-30,482,2012-13,normal,2947172.0,847002.0,181.02,300.0,16281.0,1809.0,9.0,0.0,1.0,0.0723
2013-01-06,483,2012-13,normal,2106339.0,-840833.0,146.07,300.0,14420.0,1809.0,8.0,0.0,0.9964,-0.0036
2013-01-13,484,2012-13,normal,1519043.0,-587296.0,111.81,300.0,13586.0,1809.0,8.0,0.0,0.9388,-0.0576
2013-01-20,485,2012-13,normal,1700024.0,180981.0,123.48,300.0,13768.0,1809.0,8.0,0.0,0.9514,0.0126
2013-01-27,486,2012-13,normal,1493804.0,-206220.0,105.32,300.0,14184.0,1809.0,8.0,0.0,0.9801,0.0287
2013-02-03,487,2012-13,normal,1419249.0,-74555.0,100.72,300.0,14091.0,1809.0,8.0,0.0,0.9737,-0.0064
2013-02-10,488,2012-13,normal,1355055.0,-64194.0,103.7,300.0,13067.0,1809.0,8.0,0.0,0.9029,-0.0708
2013-02-17,489,2012-13,normal,1875920.0,520865.0,132.89,300.0,14116.0,1809.0,8.0,0.0,0.9754,0.0725
2013-02-24,490,2012-13,normal,1657584.0,-218336.0,119.47,300.0,13874.0,1809.0,8.0,0.0,0.9587,-0.0167
2013-03-03,491,2012-13,normal,1544023.0,-113561.0,106.72,300.0,14468.0,1809.0,8.0,0.0,0.9997,0.041
2013-03-10,492,2012-13,normal,1663310.0,119287.0,116.07,300.0,14330.0,1809.0,8.0,0.0,0.9902,-0.0095000000000001
2013-03-17,493,2012-13,normal,1950727.0,287417.0,135.38,300.0,14409.0,1809.0,8.0,0.0,0.9956,0.0054000000000001
2013-03-24,494,2012-13,normal,1940002.0,-10725.0,137.0,300.0,14161.0,1809.0,8.0,0.0,0.9785,-0.0171
2013-03-31,495,2012-13,normal,2633547.0,693545.0,161.76,300.0,16281.0,1809.0,9.0,0.0,1.0,0.0215
2013-04-07,496,2012-13,normal,2257034.0,-376513.0,157.95,300.0,14290.0,1809.0,8.0,0.0,0.9874,-0.0126
2013-04-14,497,2012-13,normal,1749291.0,-507743.0,124.15,300.0,14090.0,1809.0,8.0,0.0,0.9736,-0.0138
2013-04-21,498,2012-13,normal,1810911.0,61620.0,125.98,300.0,14375.0,1809.0,8.0,0.0,0.9933,0.0197
2013-04-28,499,2012-13,normal,1735066.0,-75845.0,123.2,300.0,14083.0,1809.0,8.0,0.0,0.9731,-0.0202
2013-05-05,500,2012-13,normal,1651541.0,-83525.0,121.54,300.0,13589.0,1809.0,8.0,0.0,0.939,-0.0341
2013-05-12,501,2012-13,normal,1697007.0,45466.0,121.5,300.0,13967.0,1809.0,8.0,0.0,0.9651,0.0261
2013-05-19,502,2012-13,normal,1748141.0,51134.0,125.94,300.0,13881.0,1809.0,8.0,0.0,0.9592,-0.0058999999999999
2013-05-26,503,2012-13,normal,1858318.0,110177.0,128.78,300.0,14430.0,1809.0,8.0,0.0,0.9971,0.0379
2013-06-02,504,2012-13,normal,1776282.0,-82036.0,127.36,300.0,13947.0,1809.0,8.0,0.0,0.9637,-0.0334
2013-06-09,505,2012-13,normal,1770507.0,-5775.0,135.83,300.0,13035.0,1809.0,8.0,0.0,0.9007,-0.063
2013-06-16,506,2012-13,normal,1849045.0,78538.0,138.63,300.0,13338.0,1809.0,8.0,0.0,0.9216,0.0209
2013-06-23,507,2012-13,normal,2041391.0,192346.0,135.25,300.0,15093.0,1809.0,9.0,0.0,0.927,0.0054000000000001
2013-06-30,508,2012-13,normal,1985154.0,-56237.0,142.47,300.0,13934.0,1809.0,8.0,0.0,0.9628,0.0358
2013-07-07,509,2012-13,normal,1893488.0,-91666.0,134.39,300.0,14090.0,1809.0,8.0,0.0,0.9736,0.0108
2013-07-14,510,2012-13,normal,1986489.0,93001.0,132.39,300.0,15005.0,1809.0,9.0,0.0,0.9216,-0.052
2013-07-21,511,2012-13,normal,1907228.0,-79261.0,136.14,300.0,14009.0,1809.0,8.0,0.0,0.968,0.0464
2013-07-28,512,2012-13,normal,2088425.0,181197.0,133.33,300.0,15664.0,1809.0,9.0,0.0,0.9621,-0.0059
2013-08-04,513,2012-13,normal,1880559.0,-207866.0,134.73,300.0,13958.0,1809.0,8.0,0.0,0.9645,0.0024000000000001
2013-08-11,514,2012-13,normal,2053281.0,172722.0,131.5,300.0,15614.0,1809.0,9.0,0.0,0.959,-0.0055000000000001
2013-08-18,515,2012-13,normal,1871050.0,-182231.0,134.8,300.0,13880.0,1809.0,8.0,0.0,0.9591,9.9999999999989e-05
2013-08-25,516,2012-13,normal,1708781.0,-162269.0,129.23,300.0,13223.0,1809.0,8.0,0.0,0.9137,-0.0454
2013-09-01,517,2013-14,normal,1692789.0,-15992.0,128.54,300.0,13169.0,1809.0,8.0,0.0,0.91,-0.0036999999999999
2013-09-08,518,2013-14,normal,1373885.0,-318904.0,103.0,300.0,13339.0,1809.0,8.0,0.0,0.9217,0.0117
2013-09-15,519,2013-14,normal,1452909.0,79024.0,103.82,300.0,13995.0,1809.0,8.0,0.0,0.967,0.0453
2013-09-22,520,2013-14,normal,1471059.0,18150.0,113.27,300.0,12987.0,1809.0,8.0,0.0,0.8974,-0.0696
2013-09-29,521,2013-14,normal,1467774.0,-3285.0,113.58,300.0,12923.0,1809.0,8.0,0.0,0.893,-0.0044
2013-10-06,522,2013-14,normal,1543608.0,75834.0,115.82,300.0,13328.0,1809.0,8.0,0.0,0.921,0.028
2013-10-13,523,2013-14,normal,1874654.0,331046.0,129.91,300.0,14430.0,1809.0,8.0,0.0,0.9971,0.0761
2013-10-20,524,2013-14,normal,1719816.0,-154838.0,120.64,300.0,14256.0,1809.0,8.0,0.0,0.9851,-0.012
2013-10-27,525,2013-14,normal,1693555.0,-26261.0,118.28,300.0,14318.0,1809.0,8.0,0.0,0.9894,0.0043
2013-11-03,526,2013-14,normal,1736957.0,43402.0,120.02,300.0,14472.0,1809.0,8.0,0.0,1.0,0.0106
2013-11-10,527,2013-14,normal,1864819.0,127862.0,122.89,300.0,15175.0,1898.0,8.0,0.0,0.9994,-0.0006
2013-11-17,528,2013-14,normal,1587882.0,-276937.0,116.07,300.0,13681.0,1809.0,8.0,0.0,0.9453,-0.0541
2013-11-24,529,2013-14,normal,1632849.0,44967.0,121.41,300.0,13449.0,1809.0,8.0,0.0,0.9293,-0.016
2013-12-01,530,2013-14,normal,2625327.0,992478.0,157.41,300.0,16678.0,1888.0,9.0,0.0,0.9815,0.0522
2013-12-08,531,2013-14,normal,2036322.0,-589005.0,133.43,300.0,15261.0,1913.0,8.0,0.0,0.9972,0.0157
2013-12-15,532,2013-14,normal,1971945.0,-64377.0,131.39,300.0,15008.0,1898.0,8.0,0.0,0.9884,-0.0088
2013-12-22,533,2013-14,normal,2153098.0,181153.0,148.63,300.0,14486.0,1869.0,8.0,0.0,0.9688,-0.0196
