week_ending,week_number,weekly_gross,diff_gross,avg_ticket,top_ticket,seats_sold,seats_in_theatre,performances,previews,pct_capacity,diff_pct_capacity
2014-02-02,,1403247.0,-195673.0,101.61,300.0,13810,1809,8,0,0.9543,-0.0287
2014-02-09,,1493721.0,90474.0,106.76,300.0,13992,1809,8,0,0.9668,0.0125
2014-02-16,,1803846.0,310125.0,130.62,300.0,13810,1809,8,0,0.9543,-0.0125
2014-02-23,,1765925.0,-37921.0,116.63,300.0,15141,1898,8,0,0.9972,0.0429
2014-03-02,,1539830.0,-226095.0,101.06,300.0,15237,1928,8,0,0.9879,-0.0093
2014-03-09,,1667093.0,127263.0,112.78,300.0,14782,1898,8,0,0.9735,-0.0144
2014-03-16,,1861649.0,194556.0,126.76,300.0,14686,1883,8,0,0.9749,0.0014
2014-03-23,,1874352.0,12703.0,122.36,300.0,15318,1928,8,0,0.9931,0.0182
2014-03-30,,1946536.0,72184.0,126.21,300.0,15423,1928,8,0,0.9999,0.0068
2014-04-06,,1806067.0,-140469.0,121.2,300.0,14901,1898,8,0,0.9814,-0.0185
2014-04-13,,1930362.0,124295.0,126.37,300.0,15275,1928,8,0,0.9903,0.0088999999999999
2014-04-20,,2769554.0,839192.0,159.61,300.0,17352,1928,9,0,1.0,0.0097
2014-04-27,,2074749.0,-694805.0,144.89,300.0,14320,1809,8,0,0.9895,-0.0105
2014-05-04,,1732110.0,-342639.0,116.17,300.0,14910,1913,8,0,0.9743,-0.0152
2014-05-11,,1736317.0,4207.0,118.03,300.0,14711,1898,8,0,0.9688,-0.0055000000000001
2014-05-18,,1755218.0,18901.0,116.73,300.0,15036,1928,8,0,0.9748,0.006
2014-05-25,,1881975.0,126757.0,122.88,300.0,15316,1928,8,0,0.993,0.0182
2014-06-01,,1804729.0,-77246.0,123.02,300.0,14670,1898,8,0,0.9661,-0.0269
2014-06-08,,1924272.0,119543.0,126.64,300.0,15195,1928,8,0,0.9852,0.0191
2014-06-15,,1969827.0,45555.0,128.99,300.0,15271,1928,8,0,0.9901,0.0049
2014-06-22,,2027347.0,57520.0,131.44,300.0,15424,1928,8,0,1.0,0.0099
2014-06-29,,2107598.0,80251.0,137.27,300.0,15354,1928,8,0,0.9955,-0.0044999999999999
2014-07-06,,1988092.0,-119506.0,129.21,300.0,15387,1928,8,0,0.9976,0.0021
2014-07-13,,1936778.0,-51314.0,129.0,300.0,15014,1928,8,0,0.9734,-0.0242
2014-07-20,,1966367.0,29589.0,127.89,300.0,15375,1928,8,0,0.9968,0.0234
2014-07-27,,2012891.0,46524.0,130.51,0.0,15423,1928,8,0,0.9999,0.0031
2014-08-03,,2181109.0,168218.0,130.25,300.0,16746,1914,9,0,0.9721,-0.0278
2014-08-10,,2059477.0,-121632.0,133.73,300.0,15400,1928,8,0,0.9984,0.0263
2014-08-17,,2026702.0,-32775.0,128.51,300.0,15771,1862,9,0,0.9411,-0.0573
2014-08-24,,1795268.0,-231434.0,127.53,300.0,14077,1809,8,0,0.9727,0.0316
2014-08-31,,1708228.0,-87040.0,124.44,300.0,13727,1809,8,0,0.9485,-0.0242
2014-09-07,,1340668.0,-367560.0,99.26,300.0,13507,1809,8,0,0.9333,-0.0152
2014-09-14,,1462840.0,122172.0,101.93,300.0,14352,1809,8,0,0.9917,0.0584
2014-09-21,,1356354.0,-106486.0,106.85,300.0,12694,1809,8,0,0.8771,-0.1146
2014-09-28,,1386090.0,29736.0,107.26,300.0,12923,1809,8,0,0.893,0.0159
2014-10-05,,1406222.0,20132.0,106.25,300.0,13235,1809,8,0,0.9145,0.0215
2014-10-12,,1806175.0,399953.0,122.74,300.0,14715,1913,8,0,0.9615,0.047
2014-10-19,,1680849.0,-125326.0,116.4,300.0,14440,1809,8,0,0.9978,0.0363
2014-10-26,,1489079.0,-191770.0,112.32,300.0,13258,1809,8,0,0.9161,-0.0817
2014-11-02,,1329813.0,-159266.0,109.93,300.0,12097,1809,8,0,0.8359,-0.0802
2014-11-09,,1621169.0,291356.0,119.87,300.0,13524,1809,8,0,0.9345,0.0986
2014-11-16,,1361772.0,-259397.0,110.87,300.0,12283,1809,8,0,0.8487,-0.0858
2014-11-23,,1452509.0,90737.0,114.64,300.0,12670,1809,8,0,0.8755,0.0268
2014-11-30,,2432132.0,979623.0,154.78,300.0,15714,1809,9,0,0.9652,0.0897
2014-12-07,,1814918.0,-617214.0,130.06,300.0,13954,1809,8,0,0.9642,-0.001
2014-12-14,,1746037.0,-68881.0,128.82,300.0,13554,1809,8,0,0.9366,-0.0276
2014-12-21,,1986719.0,240682.0,139.09,300.0,14284,1809,8,0,0.987,0.0504
2014-12-28,,2903309.0,916590.0,178.59,300.0,16257,1809,9,0,0.9985,0.0115
2015-01-04,,2740642.0,-162667.0,177.93,300.0,15403,1928,8,0,0.9986,9.9999999999989e-05
2015-01-11,,1593224.0,-1147418.0,117.23,300.0,13591,1809,8,0,0.9391,-0.0595
2015-01-18,,1684664.0,91440.0,117.73,300.0,14310,1809,8,0,0.9888,0.0497
2015-01-25,,1500725.0,-183939.0,105.42,300.0,14236,1809,8,0,0.9837,-0.0051
2015-02-01,,1291035.0,-209690.0,100.63,300.0,12829,1809,8,0,0.8865,-0.0972
2015-02-08,,1262017.0,-29018.0,102.89,300.0,12266,1809,8,0,0.8476,-0.0389
2015-02-15,,1586692.0,324675.0,126.1,300.0,12583,1809,8,0,0.8695,0.0219
2015-02-22,,1646631.0,59939.0,111.48,300.0,14771,1913,8,0,0.9652,0.0957
2015-03-01,,1204467.0,-442164.0,101.17,300.0,11905,1809,8,0,0.8226,-0.1426
2015-03-08,,1352213.0,147746.0,108.55,300.0,12457,1809,8,0,0.8608,0.0382
2015-03-15,,1818766.0,466553.0,121.06,225.0,15024,1926,8,0,0.9751,0.1143
2015-03-22,,1855247.0,36481.0,121.94,225.0,15214,1926,8,0,0.9874,0.0123
2015-03-29,,1872149.0,16902.0,128.19,225.0,14604,1926,8,0,0.9478,-0.0396
2015-04-05,,2358372.0,486223.0,148.73,225.0,15857,1926,9,0,0.9148,-0.033
2015-04-12,,2181861.0,-176511.0,148.65,225.0,14678,1911,8,0,0.9601,0.0453
2015-04-19,,1655749.0,-526112.0,117.72,225.0,14065,1896,8,0,0.9273,-0.0328
2015-04-26,,1740459.0,84710.0,117.15,225.0,14857,1926,8,0,0.9642,0.0369
2015-05-03,,1387456.0,-353003.0,110.89,225.0,12512,1806,8,0,0.866,-0.0982
2015-05-10,,1469322.0,81866.0,112.45,225.0,13067,1807,8,0,0.9039,0.0379
2015-05-17,,1601725.0,132403.0,114.75,225.0,13959,1807,8,0,0.9656,0.0617
2015-05-24,,1776153.0,174428.0,117.2,240.0,15155,1926,8,0,0.9836,0.018
2015-05-31,,1670922.0,-105231.0,120.82,240.0,13830,1807,8,0,0.9567,-0.0269
2015-06-07,,1737141.0,66219.0,122.09,240.0,14228,1807,8,0,0.9842,0.0275
2015-06-14,,1954144.0,217003.0,127.46,240.0,15332,1926,8,0,0.9951,0.0109
2015-06-21,,1947674.0,-6470.0,127.04,240.0,15331,1926,8,0,0.995,-9.9999999999989e-05
2015-06-28,,2047143.0,99469.0,134.9,240.0,15175,1926,8,0,0.9849,-0.0101
2015-07-05,,1864235.0,-182908.0,126.54,240.0,14732,1911,8,0,0.9636,-0.0213
2015-07-12,,1900091.0,35856.0,129.0,240.0,14729,1911,8,0,0.9634,-0.00019999999999998
2015-07-19,,2167815.0,267724.0,128.92,240.0,16815,1913,9,0,0.9767,0.0133
2015-07-26,,2002632.0,-165183.0,131.74,240.0,15201,1926,8,0,0.9866,0.0099
2015-08-02,,2118401.0,115769.0,130.97,240.0,16175,1913,9,0,0.9395,-0.0471
2015-08-09,,1980056.0,-138345.0,131.38,240.0,15071,1926,8,0,0.9781,0.0386
2015-08-16,,1913037.0,-67019.0,128.87,240.0,14845,1911,8,0,0.971,-0.0071
2015-08-23,,1751974.0,-161063.0,125.93,240.0,13912,1867,8,0,0.9317,-0.0393
2015-08-30,,1492152.0,-259822.0,120.98,240.0,12334,1807,8,0,0.8532,-0.0785
2015-09-06,,1560536.0,68384.0,120.79,240.0,12920,1807,8,0,0.8937,0.0405
2015-09-13,,1472236.0,-88300.0,101.05,240.0,14570,1926,8,0,0.9456,0.0519
2015-09-20,,1570535.0,98299.0,103.0,240.0,15248,1926,8,0,0.9896,0.044
2015-09-27,,1426156.0,-144379.0,109.01,240.0,13083,1807,8,0,0.905,-0.0846
2015-10-04,,1454570.0,28414.0,112.16,240.0,12969,1807,8,0,0.8971,-0.0079
2015-10-11,,1765268.0,310698.0,123.62,240.0,14280,1807,8,0,0.9878,0.0907
2015-10-18,,1720707.0,-44561.0,117.65,240.0,14626,1896,8,0,0.9641,-0.0237
2015-10-25,,1621057.0,-99650.0,116.96,240.0,13860,1807,8,0,0.9588,-0.0053
2015-11-01,,1346650.0,-274407.0,109.24,240.0,12327,1807,8,0,0.8527,-0.1061
2015-11-08,,1583873.0,237223.0,116.98,240.0,13540,1807,8,0,0.9366,0.0839
2015-11-15,,1646787.0,62914.0,115.06,240.0,14312,1807,8,0,0.99,0.0534
2015-11-22,,1508157.0,-138630.0,116.63,240.0,12931,1807,8,0,0.8945,-0.0955
2015-11-29,,2290873.0,782716.0,151.72,240.0,15099,1807,9,0,0.9284,0.0339
2015-12-13,,1732290.0,-558583.0,124.38,240.0,13927,1807,8,0,0.9634,0.035
2015-12-20,,1903218.0,170928.0,134.06,240.0,14197,1807,8,0,0.9821,0.0187
2015-12-27,,2400920.0,497702.0,162.25,240.0,14798,1867,8,0,0.991,0.0089
2016-01-03,,2940096.0,539176.0,171.75,240.0,17119,1926,9,0,0.9876,-0.0034
2016-01-10,,1552322.0,-1387774.0,118.29,240.0,13123,1807,8,0,0.9078,-0.0798
2016-01-17,,1590318.0,37996.0,118.4,240.0,13432,1807,8,0,0.9292,0.0214
2016-01-24,,983150.0,-607168.0,94.76,240.0,10375,1807,6,0,0.9569,0.0277
2016-01-31,,1469621.5,486471.5,101.77,240.0,14440,1807,8,0,0.9989,0.042
2016-02-07,,1429695.5,-39926.0,98.21,240.0,14557,1867,8,0,0.9749,-0.024
2016-02-14,,1695452.5,265757.0,120.59,240.0,14060,1807,8,0,0.9726,-0.0023
2016-02-21,,1747324.0,51871.5,117.76,240.0,14838,1867,8,0,0.9937,0.0211
2016-02-28,,1295960.0,-451364.0,107.5,240.0,12055,1807,8,0,0.8339,-0.1598
2016-03-06,,1337007.0,41047.0,108.98,240.0,12268,1807,8,0,0.8486,0.0147
2016-03-13,,1662470.0,325463.0,117.88,240.0,14103,1807,8,0,0.9756,0.127
2016-03-20,,1934807.0,272337.0,127.07,240.0,15226,1926,8,0,0.9882,0.0126
2016-03-27,,2532613.0,597806.0,149.5,240.0,16940,1926,9,0,0.9773,-0.0109
2016-04-03,,2215826.0,-316787.0,147.54,240.0,15018,1926,8,0,0.9747,-0.0025999999999999
2016-04-10,,1676579.0,-539247.0,118.54,240.0,14143,1807,8,0,0.9783,0.0035999999999999
2016-04-17,,1612361.0,-64218.0,118.23,240.0,13637,1807,8,0,0.9433,-0.035
2016-04-24,,1660014.0,47653.0,120.2,240.0,13810,1807,8,0,0.9553,0.012
2016-05-01,,1625910.0,-34104.0,118.22,240.0,13753,1807,8,0,0.9514,-0.0039
2016-05-08,,1474349.0,-151561.0,116.17,240.0,12691,1807,8,0,0.8779,-0.0735
2016-05-15,,1478453.0,4104.0,112.37,240.0,13157,1807,8,0,0.9101,0.0322
2016-05-22,,1673967.0,195514.0,117.82,240.0,14208,1807,8,0,0.9828,0.0727
2016-05-29,,1744424.0,70457.0,127.33,240.0,13700,1807,8,0,0.9477,-0.0351
2016-06-05,,1684817.0,-59607.0,126.96,240.0,13270,1807,8,0,0.918,-0.0297
2016-06-12,,1859038.0,174221.0,128.12,240.0,14510,1867,8,0,0.9717,0.0537
2016-06-19,,1818372.0,-40666.0,129.75,240.0,14014,1807,8,0,0.9694,-0.0023
2016-06-26,,1969159.0,150787.0,134.61,240.0,14629,1867,8,0,0.9797,0.0103
2016-07-03,,1863121.0,-106038.0,134.29,240.0,13874,1807,8,0,0.9597,-0.02
2016-07-10,,1758107.0,-105014.0,132.6,240.0,13259,1807,8,0,0.9172,-0.0425
2016-07-17,,1780497.0,22390.0,127.46,240.0,13969,1807,8,0,0.9663,0.0491
2016-07-24,,1896987.0,116490.0,130.03,240.0,14589,1867,8,0,0.977,0.0107
2016-07-31,,1899742.0,2755.0,131.16,240.0,14484,1867,8,0,0.97,-0.007
2016-08-07,,1927412.0,27670.0,126.02,240.0,15295,1807,9,0,0.9405,-0.0295
2016-08-14,,1779664.0,-147748.0,128.92,240.0,13804,1807,8,0,0.9549,0.0144
2016-08-21,,1575605.0,-204059.0,124.78,240.0,12627,1807,8,0,0.8735,-0.0814
2016-08-28,,1458862.0,-116743.0,121.98,240.0,11960,1807,8,0,0.8273,-0.0462
2016-09-04,,1408374.0,-50488.0,116.2,240.0,12120,1807,8,0,0.8384,0.0111
2016-09-11,,1393167.5,-15206.5,94.04,240.0,14814,1867,8,0,0.9921,0.1537
2016-09-18,,1500093.5,106926.0,97.78,240.0,15341,1926,8,0,0.9957,0.0036
2016-09-25,,1285548.0,-214545.5,109.51,240.0,11739,1807,8,0,0.8121,-0.1836
2016-10-02,,1368350.0,82802.0,112.08,240.0,12209,1807,8,0,0.8446,0.0325
2016-10-09,,1719802.0,351452.0,124.36,240.0,13829,1807,8,0,0.9566,0.112
2016-10-16,,1653148.0,-66654.0,117.75,240.0,14039,1807,8,0,0.9712,0.0146
2016-10-23,,1682068.0,28920.0,117.42,240.0,14325,1807,8,0,0.9909,0.0197
2016-10-30,,1456974.0,-225094.0,110.53,240.0,13182,1807,8,0,0.9119,-0.079
2016-11-06,,1435835.0,-21139.0,114.89,240.0,12497,1807,8,0,0.8645,-0.0474
2016-11-13,,1752417.0,316582.0,121.47,240.0,14427,1807,8,0,0.998,0.1335
2016-11-20,,1481062.0,-271355.0,117.66,240.0,12588,1807,8,0,0.8708,-0.1272
2016-11-27,,2286976.0,805914.0,160.67,240.0,14234,1807,8,0,0.9846,0.1138
2016-12-04,,1736046.0,-550930.0,132.2,240.0,13132,1807,8,0,0.9084,-0.0762
2016-12-11,,1909374.0,173328.0,130.49,240.0,14632,1867,8,0,0.9799,0.0715
2016-12-18,,2092270.0,182896.0,140.31,240.0,14912,1867,8,0,0.9987,0.0188
2016-12-25,,2245595.0,153325.0,153.29,240.0,14649,1867,8,0,0.981,-0.0177
2017-01-01,,3162603.0,917008.0,182.83,240.0,17298,1926,9,0,0.9979,0.0169
2017-01-08,,1845325.0,-1317278.0,123.09,240.0,14992,1926,8,0,0.973,-0.0249
2017-01-15,,1668863.0,-176462.0,124.5,240.0,13405,1807,8,0,0.9273,-0.0457
2017-01-22,,1609231.0,-59632.0,106.59,240.0,15098,1926,8,0,0.9799,0.0526
2017-01-29,,1511001.0,-98230.0,100.43,240.0,15046,1926,8,0,0.9765,-0.0034
2017-02-05,,1464623.0,-46378.0,98.97,240.0,14799,1867,8,0,0.9911,0.0146
2017-02-12,,1306187.0,-158436.0,106.47,240.0,12268,1807,8,0,0.8486,-0.1425
2017-02-19,,1807973.0,501786.0,127.39,240.0,14192,1807,8,0,0.9817,0.1331
2017-02-26,,1764072.0,-43901.0,120.48,240.0,14642,1867,8,0,0.9806,-0.0011
2017-03-05,,1515568.0,-248504.0,108.09,240.0,14021,1807,8,0,0.9699,-0.0107
2017-03-12,,1697075.0,181507.0,113.81,240.0,14911,1867,8,0,0.9986,0.0287
2017-03-19,,1913854.0,216779.0,124.94,240.0,15318,1926,8,0,0.9942,-0.0044000000000001
2017-03-26,,1838772.0,-75082.0,120.83,240.0,15218,1926,8,0,0.9877,-0.0065
2017-04-02,,1875410.0,36638.0,124.36,240.0,15080,1926,8,0,0.9787,-0.009
2017-04-09,,1898005.0,22595.0,126.36,240.0,15021,1926,8,0,0.9749,-0.0038
2017-04-16,,2554030.0,656025.0,149.56,240.0,17077,1926,9,0,0.9852,0.0103
2017-04-23,,1972644.0,-581386.0,141.96,240.0,13896,1807,8,0,0.9613,-0.0239
2017-04-30,,1591560.0,-381084.0,115.75,240.0,13750,1807,8,0,0.9512,-0.0101
2017-05-07,,1539527.0,-52033.0,116.98,240.0,13161,1807,8,0,0.9104,-0.0408
2017-05-14,,1641456.0,101929.0,116.99,240.0,14031,1807,8,0,0.9706,0.0602
2017-05-21,,1730401.0,88945.0,117.42,240.0,14737,1867,8,0,0.9869,0.0163
2017-05-28,,1803868.0,73467.0,120.6,240.0,14957,1926,8,0,0.9707,-0.0162
2017-06-04,,1862923.0,59055.0,123.82,240.0,15046,1926,8,0,0.9765,0.0058
2017-06-11,,1929353.0,66430.0,125.7,240.0,15349,1926,8,0,0.9962,0.0197
2017-06-18,,1959694.0,30341.0,127.66,240.0,15351,1926,8,0,0.9963,9.9999999999989e-05
2017-06-25,,1975981.0,16287.0,128.29,240.0,15402,1926,8,0,0.9996,0.0033000000000001
2017-07-02,,2000408.0,24427.0,126.16,240.0,15856,1807,9,0,0.975,-0.0246
2017-07-09,,1920520.0,-79888.0,126.98,240.0,15125,1926,8,0,0.9816,0.0066000000000001
2017-07-16,,1900445.0,-20075.0,127.04,240.0,14960,1926,8,0,0.9709,-0.0107
2017-07-23,,1948437.0,47992.0,128.25,240.0,15193,1926,8,0,0.986,0.0151
2017-07-30,,1996228.0,47791.0,129.67,240.0,15395,1926,8,0,0.9992,0.0132
2017-08-06,,1952642.0,-43586.0,128.24,240.0,15226,1926,8,0,0.9882,-0.011
2017-08-13,,2066330.0,113688.0,126.32,240.0,16358,1926,9,0,0.9437,-0.0445
2017-08-20,,1792574.0,-273756.0,126.51,240.0,14169,1807,8,0,0.9801,0.0364
2017-08-27,,1608955.0,-183619.0,120.47,240.0,13356,1807,8,0,0.9239,-0.0562
2017-09-03,,1674670.0,65715.0,121.36,240.0,13799,1807,8,0,0.9546,0.0307
2017-09-10,,1420777.5,-253892.5,100.38,240.0,14154,1807,8,0,0.9791,0.0245
2017-09-17,,1492476.5,71699.0,102.63,240.0,14542,1867,8,0,0.9739,-0.0052
2017-09-24,,1408133.0,-84343.5,114.08,240.0,12343,1807,8,0,0.8538,-0.1201
2017-10-01,,1419065.0,10932.0,111.88,240.0,12684,1807,8,0,0.8774,0.0236
2017-10-08,,1869463.0,450398.0,127.54,240.0,14658,1867,8,0,0.9817,0.1043
2017-10-15,,1767617.0,-101846.0,120.86,240.0,14625,1867,8,0,0.9794,-0.0023
2017-10-22,,1695922.0,-71695.0,118.55,240.0,14305,1807,8,0,0.9896,0.0102
2017-10-29,,1524660.0,-171262.0,110.68,240.0,13775,1807,8,0,0.9529,-0.0367
2017-11-05,,1514501.0,-10159.0,116.45,240.0,13006,1807,8,0,0.8997,-0.0532
2017-11-12,,1629694.0,115193.0,117.11,240.0,13916,1807,8,0,0.9626,0.0629
2017-11-19,,1464141.0,-165553.0,108.91,240.0,13443,1807,8,0,0.9299,-0.0327
2017-11-26,,2401024.0,936883.0,159.6,240.0,15044,1926,8,0,0.9764,0.0465
2017-12-03,,1825028.0,-575996.0,131.04,240.0,13927,1807,8,0,0.9634,-0.013
2017-12-10,,1894095.0,69067.0,131.24,240.0,14432,1807,8,0,0.9983,0.0349
2017-12-17,,2000828.0,106733.0,136.56,240.0,14652,1867,8,0,0.9812,-0.0171
2017-12-24,,2220606.0,219778.0,145.02,240.0,15312,1926,8,0,0.9938,0.0126
2017-12-31,,3301067.0,1080461.0,190.44,240.0,17334,1926,9,0,1.0,0.0062
2018-01-07,,1926621.0,-1374446.0,128.32,240.0,15014,1926,8,0,0.9744,-0.0256
2018-01-14,,1646233.0,-280388.0,119.79,240.0,13743,1807,8,0,0.9507,-0.0237
2018-01-21,,1583593.0,-62640.0,104.76,240.0,15116,1926,8,0,0.981,0.0303
2018-01-28,,1497083.0,-86510.0,98.73,240.0,15163,1926,8,0,0.9841,0.0031
2018-02-04,,1369478.5,-127604.5,92.13,240.0,14864,1867,8,0,0.9954,0.0113
2018-02-11,,1311395.0,-58083.5,99.09,240.0,13235,1807,8,0,0.9155,-0.0799
2018-02-18,,1818771.0,507376.0,124.01,240.0,14666,1867,8,0,0.9822,0.0667
2018-02-25,,1744347.0,-74424.0,117.12,240.0,14894,1867,8,0,0.9975,0.0153
2018-03-04,,1375941.0,-368406.0,98.68,240.0,13944,1807,8,0,0.9646,-0.0329
2018-03-11,,1572946.0,197005.0,106.62,240.0,14753,1867,8,0,0.988,0.0234
2018-03-18,,1877627.0,304681.0,122.54,240.0,15322,1926,8,0,0.9944,0.0064
2018-03-25,,1815639.0,-61988.0,119.97,240.0,15134,1926,8,0,0.9822,-0.0122
2018-04-01,,2723040.0,907401.0,158.41,240.0,17190,1926,9,0,0.9917,0.0095000000000001
2018-04-08,,2390664.0,-332376.0,155.25,240.0,15399,1926,8,0,0.9994,0.0076999999999999
2018-04-15,,1744175.0,-646489.0,119.47,240.0,14599,1867,8,0,0.9777,-0.0217
2018-04-22,,1798728.0,54553.0,119.24,240.0,15085,1926,8,0,0.979,0.0013
2018-04-29,,1651308.0,-147420.0,115.88,240.0,14250,1807,8,0,0.9857,0.0067
2018-05-06,,1493289.0,-158019.0,114.31,240.0,13063,1807,8,0,0.9036,-0.0821
2018-05-13,,1541991.0,48702.0,115.31,240.0,13372,1807,8,0,0.925,0.0214
2018-05-20,,1749587.0,207596.0,116.93,240.0,14963,1926,8,0,0.9711,0.0461
2018-05-27,,1805838.0,56251.0,119.06,240.0,15168,1926,8,0,0.9844,0.0133
2018-06-03,,1854648.0,48810.0,121.69,240.0,15241,1926,8,0,0.9892,0.0047999999999999
2018-06-10,,1923023.0,68375.0,125.27,240.0,15351,1926,8,0,0.9963,0.0071
2018-06-17,,1945441.0,22418.0,127.1,240.0,15306,1926,8,0,0.9934,-0.0029
2018-06-24,,1982377.0,36936.0,128.98,240.0,15370,1926,8,0,0.9975,0.0041000000000001
2018-07-01,,1963807.0,-18570.0,130.15,240.0,15089,1926,8,0,0.9793,-0.0182
2018-07-08,,1981742.0,17935.0,134.3,240.0,14756,1867,8,0,0.9882,0.0089
2018-07-15,,1864640.0,-117102.0,127.49,240.0,14626,1867,8,0,0.9795,-0.0086999999999999
2018-07-22,,1958763.0,94123.0,127.7,240.0,15339,1926,8,0,0.9955,0.016
2018-07-29,,2199140.0,240377.0,127.93,240.0,17190,1926,9,0,0.9917,-0.0038
2018-08-05,,1921398.0,-277742.0,126.15,240.0,15231,1926,8,0,0.9885,-0.0032
2018-08-12,,1899969.0,-21429.0,126.86,240.0,14977,1926,8,0,0.972,-0.0165
2018-08-19,,1760385.0,-139584.0,124.92,240.0,14092,1807,8,0,0.9748,0.0028
2018-08-26,,1467931.0,-292454.0,114.02,240.0,12874,1807,8,0,0.8906,-0.0842
2018-09-02,,1539772.0,71841.0,117.93,240.0,13057,1807,8,0,0.9032,0.0126
2018-09-09,,1406290.5,-133481.5,93.71,240.0,15007,1926,8,0,0.974,0.0708
2018-09-16,,1460436.0,54145.5,95.38,240.0,15312,1926,8,0,0.9938,0.0198
2018-09-23,,1311800.5,-148635.5,112.47,240.0,11664,1807,8,0,0.8069,-0.1869
2018-09-30,,1335224.0,23423.5,112.54,240.0,11864,1807,8,0,0.8207,0.0138
2018-10-07,,1773676.0,438452.0,126.42,240.0,14030,1807,8,0,0.9705,0.1498
2018-10-14,,1649536.0,-124140.0,119.97,240.0,13749,1807,8,0,0.9511,-0.0194
2018-10-21,,1704955.0,55419.0,120.19,240.0,14185,1807,8,0,0.9813,0.0302
2018-10-28,,1545030.0,-159925.0,114.78,240.0,13461,1807,8,0,0.9312,-0.0501
2018-11-04,,1676014.0,130984.0,124.08,240.0,13508,1807,8,0,0.9344,0.0032
2018-11-11,,1770608.0,94594.0,121.27,240.0,14601,1867,8,0,0.9778,0.0434
2018-11-18,,1527418.0,-243190.0,112.82,240.0,13538,1807,8,0,0.9365,-0.0413
2018-11-25,,2478106.0,950688.0,165.49,240.0,14974,1926,8,0,0.9718,0.0353
2018-12-02,,1874882.0,-603224.0,131.42,240.0,14266,1807,8,0,0.9869,0.0151
2018-12-09,,2000580.0,125698.0,136.4,240.0,14667,1867,8,0,0.9823,-0.0046
2018-12-16,,2045142.0,44562.0,137.56,240.0,14867,1867,8,0,0.9956,0.0133
2018-12-23,,2264992.0,219850.0,147.65,240.0,15340,1926,8,0,0.9956,0.0
2018-12-30,,3411819.0,1146827.0,196.83,240.0,17334,1926,9,0,1.0,0.0044
2019-01-06,,2040256.0,-1371563.0,135.49,240.0,15058,1926,8,0,0.9773,-0.0227
2019-01-13,,1403103.0,-637153.0,107.03,240.0,13109,1807,8,0,0.9068,-0.0705
2019-01-20,,1478702.0,75599.0,110.26,240.0,13411,1807,8,0,0.9277,0.0209
2019-01-27,,1532751.0,54049.0,107.31,240.0,14283,1807,8,0,0.988,0.0603
2019-02-03,,1363201.5,-169549.5,95.82,240.0,14227,1807,8,0,0.9842,-0.0038
2019-02-10,,1445082.5,81881.0,98.53,240.0,14667,1867,8,0,0.9823,-0.0019
2019-02-17,,1644307.0,199224.5,118.24,240.0,13906,1807,8,0,0.962,-0.0203
2019-02-24,,1609708.0,-34599.0,121.31,240.0,13269,1807,8,0,0.9179,-0.0441
2019-03-03,,1350938.0,-258770.0,102.92,240.0,13126,1807,8,0,0.908,-0.0099
2019-03-10,,1555919.0,204981.0,106.6,240.0,14596,1867,8,0,0.9775,0.0695
2019-03-17,,1836854.0,280935.0,119.29,240.0,15398,1926,8,0,0.9994,0.0219
2019-03-24,,1937089.0,100235.0,125.88,240.0,15388,1926,8,0,0.9987,-0.00069999999999992
2019-03-31,,1925972.0,-11117.0,125.25,240.0,15377,1926,8,0,0.998,-0.00070000000000003
2019-04-07,,1833162.0,-92810.0,122.94,240.0,14911,1867,8,0,0.9986,0.00060000000000004
2019-04-14,,1756669.0,-76493.0,122.51,240.0,14339,1807,8,0,0.9919,-0.0067
2019-04-21,,2633078.0,876409.0,155.53,240.0,16930,1926,9,0,0.9767,-0.0152
2019-04-28,,2001066.0,-632012.0,141.19,240.0,14173,1807,8,0,0.9804,0.0037
2019-05-05,,1610389.0,-390677.0,115.76,240.0,13911,1807,8,0,0.9623,-0.0181
2019-05-12,,1588434.0,-21955.0,117.82,240.0,13482,1807,8,0,0.9326,-0.0297
2019-05-19,,1660962.0,72528.0,117.3,240.0,14160,1807,8,0,0.9795,0.0469
2019-05-26,,1751069.0,90107.0,120.27,240.0,14559,1867,8,0,0.975,-0.0045000000000001
2019-06-02,,1818939.0,67870.0,125.98,240.0,14438,1807,8,0,0.9988,0.0238
2019-06-09,,1960837.0,141898.0,128.69,240.0,15237,1926,8,0,0.9889,-0.0099
2019-06-16,,1924730.0,-36107.0,127.39,240.0,15109,1926,8,0,0.9806,-0.0083
2019-06-23,,1992828.0,68098.0,130.79,240.0,15237,1926,8,0,0.9889,0.0083
2019-06-30,,1884103.0,-108725.0,126.44,240.0,14901,1867,8,0,0.9979,0.009
2019-07-07,,1917159.0,33056.0,131.08,240.0,14626,1867,8,0,0.9795,-0.0184
2019-07-14,,1574763.0,-342396.0,123.68,240.0,12733,1858,7,0,0.979,-0.00050000000000006
2019-07-21,,1917793.0,343030.0,126.26,240.0,15189,1926,8,0,0.9858,0.0068
2019-07-28,,2076615.0,158822.0,127.13,240.0,16334,1860,9,0,0.9758,-0.01
2019-08-04,,1839043.0,-237572.0,127.92,240.0,14377,1807,8,0,0.9945,0.0187
2019-08-11,,1766537.0,-72506.0,124.98,240.0,14135,1807,8,0,0.9778,-0.0167
2019-08-18,,1598241.0,-168296.0,123.22,240.0,12971,1807,8,0,0.8973,-0.0805
